QueryNumber;DocVotes;DocNumber
00078;2;1234
00079;1;65
00079;1;75
00079;5;123
00079;1;132
00079;2;135
00079;2;146
00079;1;148
00079;1;179
00079;1;184
00079;1;255
00079;1;315
00079;6;320
00079;2;330
00079;1;333
00079;3;359
00079;1;370
00079;4;373
00079;5;384
00079;1;427
00079;5;438
00079;1;452
00079;5;648
00079;7;650
00079;1;663
00079;2;826
00079;1;829
00079;1;838
00079;1;882
00079;1;912
00079;4;923
00079;2;944
00079;5;945
00079;1;1000
00079;1;1010
00079;1;1023
00079;1;1065
00079;5;1082
00079;1;1089
00079;2;1091
00079;8;1112
00079;2;1179
00079;8;1181
00079;2;1234
00080;1;61
00080;1;135
00080;1;152
00080;2;159
00080;2;238
00080;1;330
00080;2;333
00080;1;427
00080;1;438
00080;1;451
00080;1;452
00080;1;453
00080;7;458
00080;1;459
00080;8;460
00080;1;612
00080;1;663
00080;6;696
00080;1;722
00080;6;753
00080;4;800
00080;1;884
00080;1;912
00080;3;945
00080;1;1010
00080;3;1042
00080;1;1065
00080;2;1071
00080;7;1078
00080;1;1091
00080;1;1179
00080;1;1180
00080;8;1227
00080;3;1234
00081;1;31
00081;3;90
00081;1;93
00081;1;132
00081;1;135
00081;1;195
00081;1;253
00081;8;321
00081;3;326
00081;1;359
00081;4;370
00081;5;438
00081;5;542
00081;7;546
00081;1;550
00081;1;551
00081;1;586
00081;1;592
00081;1;729
00081;1;731
00081;8;734
00081;2;941
00081;1;944
00081;2;990
00081;6;1092
00081;1;1134
00081;1;1232
00081;1;1234
00082;8;25
00082;2;31
00082;8;90
00082;8;93
00082;1;132
00082;7;135
00082;1;148
00082;2;152
00082;3;159
00082;1;189
00082;1;195
00082;1;197
00082;1;238
00082;6;253
00082;1;297
00082;8;321
00082;8;326
00082;4;327
00082;1;330
00082;1;331
00082;1;333
00082;6;359
00082;5;370
00082;1;427
00082;8;438
00082;2;458
00082;5;542
00082;3;543
00082;7;546
00082;1;550
00082;1;551
00082;1;586
00082;1;592
00082;1;722
00082;1;724
00082;1;729
00082;1;731
00082;7;734
00082;1;826
00082;1;837
00082;1;845
00082;1;879
00082;1;882
00082;1;889
00082;1;904
00082;1;912
00082;1;937
00082;2;941
00082;2;944
00082;1;952
00082;7;963
00082;1;990
00082;1;1000
00082;6;1003
00082;1;1040
00082;1;1078
00082;1;1092
00082;1;1150
00082;1;1188
00082;1;1227
00082;1;1232
00082;4;1234
00083;6;18
00083;7;166
00083;1;187
00083;1;238
00083;1;366
00083;3;370
00083;1;394
00083;1;427
00083;1;430
00083;6;432
00083;2;447
00083;1;463
00083;1;501
00083;2;505
00083;1;517
00083;1;550
00083;2;590
00083;1;609
00083;1;668
00083;2;767
00083;1;905
00083;1;912
00083;1;988
00083;1;989
00083;1;1074
00083;2;1077
00083;1;1091
00083;4;1102
00083;5;1143
00083;1;1170
00083;1;1171
00083;6;1203
00084;3;8
00084;7;160
00084;1;333
00084;1;346
00084;1;384
00084;1;555
00084;1;590
00084;1;778
00084;1;837
00084;1;912
00084;2;922
00084;1;952
00084;2;986
00084;1;1086
00084;2;1112
00084;1;1179
00085;6;29
00085;4;58
00085;1;88
00085;1;98
00085;2;179
00085;3;200
00085;5;202
00085;1;250
00085;2;370
00085;2;427
00085;1;432
00085;1;438
00085;1;469
00085;5;475
00085;1;589
00085;1;590
00085;1;724
00085;1;732
00085;1;733
00085;1;888
00085;1;912
00085;1;941
00085;1;969
00085;5;982
00085;1;983
00085;8;1018
00085;1;1019
00085;1;1022
00085;1;1036
00085;1;1065
00085;8;1118
00086;7;8
00086;2;61
00086;1;85
00086;5;110
00086;2;135
00086;6;148
00086;3;152
00086;4;160
00086;1;200
00086;2;238
00086;7;271
00086;2;330
00086;5;346
00086;3;370
00086;1;384
00086;1;427
00086;2;505
00086;8;554
00086;1;555
00086;1;577
00086;1;586
00086;6;590
00086;3;722
00086;1;731
00086;2;763
00086;3;769
00086;1;922
00086;2;944
00086;2;945
00086;1;952
00086;4;983
00086;2;990
00086;2;1000
00086;1;1015
00086;1;1033
00086;1;1071
00086;1;1077
00086;1;1086
00086;1;1090
00086;2;1091
00086;1;1112
00086;1;1118
00086;2;1173
00086;1;1181
00086;1;1227
00086;1;1232
00086;1;1234
00087;8;187
00087;2;223
00087;8;228
00087;8;229
00087;2;333
00087;8;369
00087;4;370
00087;1;382
00087;1;394
00087;2;401
00087;7;432
00087;4;438
00087;1;485
00087;2;513
00087;2;550
00087;4;590
00087;2;631
00087;1;632
00087;1;668
00087;1;722
00087;2;812
00087;2;819
00087;1;833
00087;4;860
00087;1;945
00087;1;990
00087;8;1005
00087;1;1007
00087;7;1015
00087;1;1025
00087;1;1032
00087;5;1060
00087;2;1071
00087;2;1134
00087;1;1163
00087;1;1169
00087;1;1180
00087;1;1234
00088;3;370
00088;2;443
00088;8;457
00088;4;590
00088;6;614
00088;1;668
00088;2;678
00088;2;679
00088;1;702
00088;1;945
00088;1;990
00088;5;1091
00088;1;1134
00088;1;1144
00089;4;79
00089;2;152
00089;7;176
00089;2;177
00089;1;179
00089;7;260
00089;2;265
00089;1;370
00089;8;469
00089;1;479
00089;1;590
00089;2;706
00089;1;778
00089;4;905
00089;3;912
00089;1;1065
00089;1;1086
00090;7;7
00090;1;160
00090;1;161
00090;7;176
00090;7;177
00090;6;200
00090;4;260
00090;7;265
00090;1;370
00090;7;451
00090;4;479
00090;1;505
00090;1;589
00090;8;590
00090;1;763
00090;2;778
00090;1;874
00090;8;884
00090;6;912
00090;1;987
00090;1;1065
00090;1;1071
00090;5;1086
00090;1;1089
00090;4;1090
00090;4;1091
00090;1;1234
00090;1;1238
00091;1;1
00091;2;3
00091;2;4
00091;1;8
00091;1;9
00091;2;11
00091;1;13
00091;3;15
00091;2;17
00091;1;21
00091;5;29
00091;1;30
00091;1;32
00091;1;33
00091;2;40
00091;1;41
00091;1;45
00091;2;46
00091;1;50
00091;1;56
00091;7;57
00091;6;58
00091;5;59
00091;1;60
00091;5;69
00091;1;78
00091;7;88
00091;1;92
00091;1;94
00091;8;95
00091;8;97
00091;6;98
00091;2;100
00091;4;103
00091;4;105
00091;4;109
00091;3;115
00091;4;116
00091;2;118
00091;4;119
00091;1;121
00091;1;122
00091;1;124
00091;1;128
00091;1;134
00091;1;135
00091;5;139
00091;1;147
00091;1;163
00091;1;166
00091;1;170
00091;1;173
00091;5;174
00091;1;181
00091;8;182
00091;6;183
00091;6;186
00091;1;189
00091;3;199
00091;4;202
00091;4;204
00091;1;211
00091;1;226
00091;1;237
00091;6;240
00091;3;241
00091;1;242
00091;1;243
00091;1;244
00091;1;248
00091;7;250
00091;1;256
00091;1;259
00091;1;261
00091;1;263
00091;1;264
00091;1;265
00091;7;266
00091;8;267
00091;1;268
00091;1;272
00091;1;274
00091;1;275
00091;1;276
00091;1;278
00091;1;279
00091;1;281
00091;1;283
00091;1;286
00091;1;287
00091;7;294
00091;2;297
00091;1;300
00091;1;301
00091;5;314
00091;5;317
00091;7;322
00091;1;331
00091;1;333
00091;4;339
00091;2;348
00091;2;351
00091;2;352
00091;7;353
00091;2;354
00091;1;355
00091;3;359
00091;2;361
00091;7;362
00091;6;364
00091;7;370
00091;7;376
00091;7;381
00091;6;385
00091;1;392
00091;6;395
00091;6;396
00091;2;398
00091;1;405
00091;2;412
00091;8;413
00091;1;416
00091;7;422
00091;2;423
00091;1;426
00091;1;428
00091;1;431
00091;3;434
00091;2;443
00091;1;454
00091;1;455
00091;4;466
00091;8;468
00091;1;473
00091;5;474
00091;7;475
00091;4;478
00091;1;485
00091;3;486
00091;1;489
00091;2;508
00091;2;512
00091;1;538
00091;2;545
00091;1;549
00091;6;550
00091;1;551
00091;6;552
00091;1;553
00091;2;559
00091;1;562
00091;4;579
00091;1;582
00091;1;586
00091;5;594
00091;6;598
00091;2;601
00091;5;603
00091;4;611
00091;6;615
00091;1;626
00091;4;641
00091;1;642
00091;1;643
00091;1;648
00091;1;659
00091;1;667
00091;1;673
00091;5;682
00091;5;683
00091;5;684
00091;1;688
00091;2;690
00091;1;694
00091;4;695
00091;8;700
00091;1;704
00091;2;714
00091;1;719
00091;3;720
00091;8;722
00091;2;724
00091;1;725
00091;1;727
00091;8;728
00091;1;729
00091;2;731
00091;8;732
00091;7;733
00091;1;735
00091;2;751
00091;4;752
00091;8;756
00091;7;759
00091;1;762
00091;6;763
00091;4;764
00091;1;767
00091;1;768
00091;8;770
00091;1;771
00091;3;772
00091;1;773
00091;1;779
00091;7;781
00091;1;782
00091;4;784
00091;7;787
00091;1;788
00091;2;791
00091;1;794
00091;5;796
00091;6;797
00091;2;798
00091;3;799
00091;7;801
00091;6;803
00091;7;808
00091;1;809
00091;7;822
00091;6;833
00091;1;834
00091;1;835
00091;2;836
00091;1;838
00091;2;844
00091;1;854
00091;7;859
00091;1;866
00091;1;867
00091;1;868
00091;7;870
00091;3;872
00091;1;875
00091;1;880
00091;1;882
00091;1;883
00091;3;888
00091;7;893
00091;1;894
00091;1;896
00091;1;897
00091;4;900
00091;1;906
00091;1;913
00091;1;914
00091;2;935
00091;2;941
00091;1;944
00091;1;947
00091;7;965
00091;7;974
00091;2;982
00091;6;985
00091;3;990
00091;1;992
00091;1;993
00091;8;997
00091;7;998
00091;7;1000
00091;7;1018
00091;2;1019
00091;1;1023
00091;1;1033
00091;1;1040
00091;1;1041
00091;2;1043
00091;2;1047
00091;1;1051
00091;2;1054
00091;2;1056
00091;2;1057
00091;2;1058
00091;1;1063
00091;2;1080
00091;1;1085
00091;1;1091
00091;2;1093
00091;8;1095
00091;6;1097
00091;6;1098
00091;1;1103
00091;1;1106
00091;1;1107
00091;1;1108
00091;1;1115
00091;1;1116
00091;7;1118
00091;2;1119
00091;4;1125
00091;1;1134
00091;7;1177
00091;7;1184
00091;1;1186
00091;8;1189
00091;2;1191
00091;1;1192
00091;8;1216
00091;8;1217
00091;8;1219
00091;8;1226
00091;1;1232
00091;2;1234
00091;3;1235
00092;1;17
00092;1;43
00092;1;111
00092;1;130
00092;4;135
00092;1;136
00092;2;148
00092;1;181
00092;1;185
00092;1;189
00092;1;193
00092;1;200
00092;5;213
00092;3;226
00092;4;238
00092;8;258
00092;3;333
00092;1;342
00092;4;354
00092;4;370
00092;2;377
00092;1;392
00092;1;429
00092;1;434
00092;1;446
00092;2;465
00092;8;472
00092;7;473
00092;1;479
00092;5;489
00092;1;492
00092;1;503
00092;1;510
00092;2;514
00092;2;550
00092;2;559
00092;2;586
00092;1;596
00092;5;599
00092;1;607
00092;4;611
00092;1;643
00092;1;653
00092;8;661
00092;1;671
00092;1;687
00092;1;692
00092;5;705
00092;8;722
00092;4;724
00092;1;729
00092;2;731
00092;1;735
00092;2;763
00092;2;764
00092;1;767
00092;3;778
00092;7;783
00092;1;788
00092;1;804
00092;1;806
00092;1;822
00092;1;824
00092;1;826
00092;1;837
00092;1;838
00092;1;839
00092;5;842
00092;2;845
00092;1;856
00092;2;858
00092;1;859
00092;6;879
00092;1;883
00092;1;888
00092;1;889
00092;1;908
00092;2;910
00092;4;914
00092;1;915
00092;1;926
00092;2;930
00092;3;934
00092;1;940
00092;2;941
00092;1;944
00092;1;946
00092;8;952
00092;3;990
00092;7;1000
00092;1;1014
00092;2;1023
00092;1;1031
00092;4;1033
00092;1;1040
00092;1;1066
00092;1;1071
00092;2;1093
00092;8;1147
00092;1;1151
00092;1;1186
00092;1;1188
00092;2;1192
00092;7;1195
00092;1;1226
00092;1;1227
00092;5;1232
00092;7;1234
00092;1;00093
00092;7;113
00092;8;145
00092;7;180
00092;8;272
00092;1;422
00092;2;467
00092;2;489
00092;1;550
00092;3;586
00092;1;722
00092;1;724
00092;1;873
00092;2;999
00092;2;1000
00092;2;1020
00092;1;1023
00092;2;1033
00092;1;1233
00094;2;78
00094;2;114
00094;1;122
00094;1;123
00094;1;137
00094;1;192
00094;2;209
00094;2;270
00094;2;277
00094;1;282
00094;7;309
00094;7;311
00094;1;322
00094;1;359
00094;2;370
00094;1;400
00094;1;435
00094;1;436
00094;8;440
00094;1;442
00094;8;494
00094;6;498
00094;1;504
00094;1;505
00094;1;533
00094;8;536
00094;2;571
00094;8;742
00094;8;745
00094;2;789
00094;7;955
00094;2;1016
00094;2;1091
00094;2;1092
00094;6;1121
00094;7;1143
00094;5;1156
00094;1;1158
00094;7;1197
00094;7;1199
00094;1;1200
00094;8;1204
00094;5;1223
00095;1;12
00095;6;30
00095;1;43
00095;2;192
00095;1;257
00095;1;322
00095;5;603
00095;5;606
00095;1;1097
00096;1;9
00096;2;40
00096;1;43
00096;7;75
00096;8;454
00096;8;455
00096;2;520
00096;2;526
00096;1;527
00096;8;673
00096;1;883
00096;1;1087
00097;1;52
00097;1;68
00097;1;135
00097;2;140
00097;1;190
00097;1;392
00097;2;416
00097;1;538
00097;8;539
00097;5;751
00097;8;757
00098;7;145
00098;5;180
00098;1;270
00098;5;272
00098;2;362
00098;1;467
00098;1;595
00098;2;667
00098;8;728
00098;7;782
00098;3;787
00098;4;985
00098;1;1018
00098;1;1019
00098;2;1118
00099;8;268
00099;8;324
00099;7;449
00099;5;992
00099;2;1191
00100;2;59
00100;8;183
00100;5;370
00100;8;579
00100;2;803
00100;2;833
00100;6;1000
00100;7;1017
00100;1;1033
00100;2;1097
00100;2;1232
